ATHAIP,W,R,H,D,11,2490,1.375,1.2452,6581,1234,F,6,VAB,proc
ATHAIP,W,R,H,D,11,3878,1.3555,1.2066,6434,1228,F,7,VAB,proc
ATHAIP,E,E,E,D,13,4534,1.3477,1.2643,7648,1472,A,9,VI,proc
ATHAIP,A,Y,F,D,12,9281,1.3438,1.1302,7551,1480,A,9,VI,proc
ATHAIP,J,D,A,D,14,3842,1.3398,1.1776,6863,1602,F,4,VB,proc
ATHAIP,J,D,A,D,14,5141,1.293,1.2092,7014,1458,F,3,VB,proc
ATHAIP,J,D,A,D,14,5324,1.2695,1.1083,6870,1854,F,4,VI,proc
ATHAIP,W,R,H,D,11,907,1.2695,1.1851,6976,4456,F,3,VB,proc
ATHAIP,W,R,H,D,11,2235,1.2695,1.2311,7165,1252,F,2,VB,proc
ATHAIP,W,R,H,D,11,2856,1.2266,1.0251,5937,6180,G,0,VB,proc
ATHAIP,J,D,A,D,14,5363,1.1484,1.1648,6557,7046,F,6,VB,proc
ATHAIP,J,D,A,D,14,3341,1.1328,1.1375,5678,4060,G,4,VA,proc
ATHAIP,W,R,H,D,11,6955,1.1328,1.0455,5980,1196,G,0,VAB,proc
ATHAIP,J,D,A,D,14,986,1.1289,1.1071,6805,6412,F,4,VI,proc
ATHAIP,J,D,A,D,14,1193,1.1055,1.0495,6354,4742,F,7,VB,proc
ATHAIP,I,D,A,D,14,1753,1.0977,1.0872,5863,590,G,1,VAB,proc
ATHAIP,J,D,A,D,14,3751,1.0898,1.0071,5849,1272,G,1,VAB,proc
ATHAIP,E,M,D,D,12,1049,1.0625,0.9478,6496,1396,F,6,VI,proc
ATHAIP,W,R,H,D,11,2471,1.0625,1.0729,6336,1034,F,7,VB,proc
ATHAIP,J,D,A,D,14,2379,1.0508,0.97,6310,1718,F,7,VI,proc
ATHAIP,J,D,A,D,14,3339,1.0078,0.9691,5244,1074,G,9,VA,proc
ATHAIP,J,D,A,D,14,1791,1.0039,0.9983,5570,3224,G,5,VAB,proc
ATHAIP,J,D,A,D,14,5464,0.9961,29.9493,2878,11206,M,4,IIIB,proc
ATHAIP,J,D,A,D,14,3507,0.9883,1.0694,5740,2556,G,3,VAB,proc
ATHAIP,W,R,H,D,11,7860,0.9844,1.0444,5260,302,G,9,VA,proc
ATHAIP,W,R,H,D,11,5454,0.9648,0.978,5917,5568,G,1,VAB,proc
ATHAIP,J,D,A,D,14,3401,0.957,0.9112,5809,4736,G,2,VB,proc
ATHAIP,M,T,Q,E,5,1058,0.9375,1.0477,5868,36,TTS,1,VAB,proc
ATHAIP,A,G,F,D,11,607,0.9219,0.934,5931,700,G,0,VB,proc
ATHAIP,N,S,U,F,2,521,0.918,1.0125,4292,12,TTS,6,VA,proc
ATHAIP,P,L,A,C,28,172,0.8867,0.8893,5326,3746,G,8,VAB,proc
ATHAIP,X,P,N,C,23,518,0.8867,0.9437,5172,10574,K,0,VA,proc
ATHAIP,X,P,N,C,23,1550,0.8828,0.8976,5279,5618,G,9,VA,proc
ATHAIP,Q,L,A,C,28,167,0.8789,0.9474,5506,5412,G,6,VAB,proc
ATHAIP,X,P,N,C,23,2159,0.875,0.9537,5062,12822,K,0,VA,proc
ATHAIP,X,P,N,C,23,1387,0.8711,0.8688,5415,11656,G,7,VAB,proc
ATHAIP,Q,L,A,C,28,81,0.8438,0.9158,5058,4736,K,0,VAB,proc
ATHAIP,X,P,N,C,23,1958,0.832,0.9346,4653,11886,K,3,VA,proc
ATHAIP,W,P,N,C,W,727,0.8203,0.8602,5309,7516,G,8,VAB,proc
ATHAIP,X,P,N,C,23,219,0.8164,0.7953,4962,5086,K,1,VAB,proc
ATHAIP,Q,L,A,C,28,71,0.7891,0.8782,4756,8138,K,2,VA,proc
ATHAIP,X,P,N,C,23,631,0.7773,0.8374,5272,9394,G,9,VAB,proc
ATHAIP,Q,L,A,C,28,276,0.7734,0.7918,4823,8992,K,2,VAB,proc
ATHAIP,Q,L,A,C,28,226,0.7695,0.8683,4995,10180,K,1,VAB,proc
ATHAIP,Q,L,A,C,28,312,0.7695,0.8438,5199,8730,K,0,VAB,proc
ATHAIP,X,P,N,C,23,2391,0.7617,0.8517,5167,12194,K,0,VAB,proc
ATHAIP,Q,L,A,C,28,297,0.7422,0.7767,4811,7366,K,2,VAB,proc
ATHAIP,X,P,N,C,23,1088,0.7383,0.78,4392,4358,K,5,VA,proc
ATHAIP,N,S,U,F,2,879,0.7305,0.8731,4326,10,TTS,5,VA,proc
ATHAIP,X,P,N,C,23,727,0.7305,0.7992,4365,4812,K,5,VA,proc
ATHAIP,Q,L,A,C,28,131,0.7266,0.8409,4753,8324,K,2,VA,proc
ATHAIP,X,P,N,C,23,622,0.7187,0.7964,4627,5744,K,3,VAB,proc
ATHAIP,Q,L,A,C,28,186,0.7109,0.8322,4580,10972,K,4,VA,proc
ATHAIP,F,X,B,D,13,380,0.6992,0.000015797,5077464,3082,NS,,,proc
ATHAIP,X,P,N,C,23,1960,0.6914,0.7629,4885,13048,K,2,VAB,proc
ATHAIP,Q,L,A,C,28,355,0.6836,0.8371,4941,7040,K,1,VAB,proc
ATHAIP,X,P,N,C,23,2230,0.668,0.7838,4316,5274,K,5,VA,proc
ATHAIP,J,D,A,D,14,5533,0.6641,0.9597,5363,12486,G,7,VAB,proc
ATHAIP,X,P,N,C,23,358,0.6484,0.749,4036,4648,K,7,VA,proc
ATHAIP,Q,L,A,C,28,87,0.6445,0.78,4597,4652,K,4,VA,proc
ATHAIP,X,P,N,C,23,275,0.6406,0.7834,4215,4774,K,6,VA,proc
ATHAIP,X,P,N,C,23,2091,0.6406,0.8186,4515,4780,K,4,VA,proc
ATHAIP,W,P,N,C,23,1451,0.6328,0.6835,4627,3972,K,3,VAB,proc
ATHAIP,Q,L,A,C,28,9,0.625,0.8158,3969,4174,K,8,VA,proc
ATHAIP,Q,L,A,C,28,21,0.6172,0.7268,3842,7436,K,9,VA,proc
ATHAIP,X,P,N,C,23,2234,0.6172,0.6693,4541,4560,K,4,VAB,proc
ATHAIP,Z,K,N,C,23,1193,0.6094,0.7758,3886,8652,K,8,VA,proc
ATHAIP,W,P,N,C,23,765,0.6016,0.6642,4404,5082,K,5,VAB,proc
ATHAIP,X,P,N,C,23,542,0.5977,0.7065,4149,10622,K,7,VA,proc
ATHAIP,X,P,N,C,23,2226,0.5937,0.6722,4231,5136,K,6,VA,proc
ATHAIP,X,P,N,C,23,2285,0.5898,0.7232,4417,12884,K,5,VA,proc
ATHAIP,X,P,N,C,23,371,0.5781,0.7208,3976,10128,K,8,VA,proc
ATHAIP,X,P,N,C,23,2651,0.5742,0.7191,4092,10658,K,7,VA,proc
ATHAIP,X,P,N,C,23,2627,0.5625,0.7134,3803,8440,K,9,VA,proc
ATHAIP,X,P,N,C,23,302,0.543,0.7059,4253,5876,K,6,VA,proc
ATHAIP,X,P,N,C,23,408,0.5391,0.6176,4256,4412,K,6,VAB,proc
ATHAIP,X,P,N,C,23,1424,0.5391,0.6913,3672,4756,M,0,VA,proc
ATHAIP,Q,L,A,C,28,191,0.5156,0.6178,3671,8306,M,0,VA,proc
ATHAIP,X,P,N,C,23,2311,0.5117,0.6175,4022,12842,K,7,VA,proc
ATHAIP,O,A,A,D,,178,0.5,0.013,7437,10968,DC,0,VII,proc
ATHAIP,X,P,N,C,23,436,0.4961,0.617,3870,10110,K,8,VA,proc
ATHAIP,X,P,N,C,23,1304,0.4883,0.6011,3440,10922,M,1,VA,proc
ATHAIP,X,P,N,C,23,807,0.4844,0.6264,3559,4430,M,0,VA,proc
ATHAIP,X,P,N,C,23,913,0.4844,0.6149,3525,5456,M,1,VA,proc
ATHAIP,X,P,N,C,23,2349,0.4844,0.6668,3938,11494,K,8,VA,proc
ATHAIP,X,P,N,C,23,1079,0.4766,0.6227,3811,6114,K,9,VA,proc
ATHAIP,I,I,Z,B,56,6,0.4297,0.5596,3599,12526,M,0,VA,proc
ATHAIP,I,I,Z,B,56,7,0.418,0.5917,3257,12736,M,2,VA,proc
ATHAIP,C,R,C,B,55,4,0.3906,0.5468,3364,12568,M,1,VA,proc
ATHAIP,U,F,B,B,47,15,0.3789,0.5163,2981,7746,M,4,VA,proc
ATHAIP,Y,L,Z,B,47,50,0.3594,0.5151,3081,472,M,3,VA,proc
ATHAIP,H,H,V,F,2,234,0.3437,0.548,2316,1,TTS,8,IVB,proc
ATHAIP,M,T,Q,E,5,2765,0.1719,0.3544,1551,30,TTS,6,VI,proc
AUCOKS,C,C,B,D,1,10,1.0547,1.0679,6357,1236,F,7,VB,proc
AUCOKS,B,I,Q,D,6,18,0.9258,1.0089,5080,1354,K,0,VA,proc
AUCOKS,T,R,W,C,4,22,0.5664,0.7679,3862,10006,K,8,VA,proc
AUCOKS,Y,A,D,B,32,0,0.2812,0.4639,2444,4566,M,7,VA,proc
BAUKEAU,J,X,T,E,3,1847,5.6562,48.8862,8516,288,A,5,IB,proc
BEI DOU SECTOR,B,A,A,D,,96,1.3164,1.2851,6457,3866,F,6,VAB,proc
BEI DOU SECTOR,J,C,V,B,2,4,0.2305,0.3737,2197,11110,M,8,VA,proc
BLAA BYIO,Z,E,H,D,10,0,1.1367,31.606,3120,8148,MS,3,IIIB,proc
BLAA EORK,Z,A,W,E,2,8,3.8398,2.8062,12558,336,B,8,IIIAB,proc
BLAA EORK,W,O,X,D,2,54,1.7266,1.319,8329,2340,A,6,VI,proc
BLAA EORK,O,I,Z,D,1,47,1.5664,1.3776,7374,2142,F,0,VB,proc
BLAA EORK,Z,E,X,D,2,33,1.5547,1.4135,7126,2238,F,2,VAB,proc
BLAA EORK,P,I,Z,D,1,3,1.5117,1.397,6950,1506,F,3,VAB,proc
BLAA EORK,S,D,Z,D,1,1,1.3477,1.1641,7307,1662,F,1,VI,proc
BLAA EORK,R,A,U,D,4,17,1.1953,1.0522,6792,138,F,0,VZ,proc
BLAA HYPAI,E,M,V,E,2,1,4.4727,2.5286,14229,104,B,0,VZ,proc
BLAA HYPAI,T,F,N,D,7,12,1.7773,1.5213,7877,2202,A,8,VB,proc
BLAA HYPAI,W,A,N,D,7,17,1.7734,1.5139,8385,1968,A,6,VAB,proc
BLAA HYPAI,Y,G,L,D,8,12,1.7344,1.5173,8274,2156,A,6,VB,proc
BLAA HYPAI,W,L,L,D,8,51,1.7305,1.4542,8104,2654,A,7,VB,proc
BLAA HYPAI,Y,G,L,D,8,27,1.7188,1.5184,7338,2328,F,1,VAB,proc
BLAA HYPAI,I,I,A,D,1,46,1.6289,1.4785,7131,1554,F,2,VAB,proc
BLAA HYPAI,W,A,N,D,7,32,1.5859,1.2421,7212,1986,F,1,VI,proc
BLAA HYPAI,S,F,N,D,7,30,1.5273,1.386,7445,2852,F,0,VB,proc
BLAA HYPAI,W,A,N,D,7,6,1.4727,1.2016,7522,3304,A,9,VI,proc
BLAA HYPAI,W,A,N,D,7,28,1.3984,1.1139,6471,3280,F,6,VB,proc
BLAA HYPAI,T,F,N,D,7,13,1.3516,1.3163,6671,2056,F,5,VAB,proc
BLAA HYPAI,W,A,N,D,7,5,1.2227,1.0934,6630,1504,F,5,VB,proc
BLAA HYPAI,T,F,N,D,7,11,1.1914,1.0584,5830,5240,G,2,VAB,proc
BLAA HYPAI,A,C,T,D,4,12,1.1836,1.0761,6960,810,F,3,VI,proc
BLAA HYPAI,Y,G,L,D,8,38,1.1641,1.1216,6478,5576,F,6,VB,proc
BLAA HYPAI,W,A,N,D,7,16,1.1445,1.0986,6634,4214,F,5,VB,proc
BLAA HYPAI,Y,G,L,D,8,7,1.0273,1.1106,5312,850,G,8,VA,proc
BLAA HYPAI,Y,G,L,D,8,2,0.9531,0.9698,5912,1520,G,1,VAB,proc
BLAA HYPAI,K,Q,A,C,15,6,0.7148,0.8705,5135,11204,K,0,VAB,proc
BLAA HYPAI,U,C,G,C,12,6,0.6797,0.8148,4818,6510,K,2,VA,proc
BLAA HYPAI,T,X,W,C,16,3,0.6758,0.8302,4761,808,K,2,VAB,proc
BLAA HYPAI,M,Q,A,C,15,1,0.6641,0.7958,4856,4936,K,2,VAB,proc
BLAA HYPAI,M,Q,A,C,15,2,0.6523,0.6955,4414,5036,K,5,VAB,proc
BLAA HYPAI,T,X,W,C,16,5,0.6484,0.7523,4192,3600,K,6,VA,proc
BLAA HYPAI,W,H,Y,C,15,4,0.6367,0.7695,4127,1352,K,7,VA,proc
BLAA HYPAI,K,Q,A,C,15,4,0.6094,0.7495,4592,5508,K,4,VA,proc
BLAA HYPAI,W,H,Y,C,15,3,0.6016,0.66,4556,5850,K,4,VAB,proc
BLAA HYPAI,K,Q,A,C,15,5,0.5625,0.7408,4375,12332,K,5,VA,proc
BLAA HYPAI,O,L,A,C,15,1,0.4648,0.6028,3412,5032,M,1,VA,proc
BLAA HYPAI,R,B,S,B,34,0,0.4414,0.585,3575,5978,M,0,VA,proc
BLAA HYPAI,M,V,T,B,33,1,0.4219,0.6222,3071,10626,M,3,VA,proc
BLAA HYPAI,D,N,Z,B,30,1,0.4141,0.6151,3188,6534,M,3,VA,proc
BLAA HYPAI,Q,L,T,B,33,0,0.4141,0.5329,3606,11792,M,0,VA,proc
BLAA HYPAI,N,V,T,B,33,1,0.3906,0.5208,2969,12906,M,4,VA,proc
BLAA HYPAI,T,W,R,B,34,0,0.3906,0.5927,3256,9460,M,2,VA,proc
BLAA HYPAI,Z,M,Z,B,30,0,0.3867,0.5251,3213,6648,M,2,VA,proc
BLAA HYPAI,Y,G,B,B,30,1,0.3672,0.5706,3000,5986,M,4,VA,proc
BLAA HYPAI,O,Q,T,B,33,1,0.3633,0.57,2829,374,M,5,VA,proc
BLAA HYPAI,R,U,W,B,31,0,0.3594,0.4816,2990,10890,M,4,VA,proc
BLAA HYPAI,Y,M,Z,B,30,1,0.3555,0.5175,2884,5898,M,4,VA,proc
BLAA HYPAI,C,T,X,B,31,0,0.3437,0.5558,2754,2344,M,5,VA,proc
BLAA HYPAI,V,A,V,B,32,0,0.3242,0.4943,2980,5588,M,4,VA,proc
BLAA HYPAI,E,G,Y,G,,6,0.3008,0.459,2920,11268,M,4,VA,proc
BLAA HYPAI,X,M,Z,B,30,1,0.3008,0.5154,2609,5142,M,6,VA,proc
BLAA HYPAI,S,W,R,B,34,0,0.2891,0.4563,2663,5150,M,6,VA,proc
BLAA HYPAI,C,N,Z,B,30,1,0.2773,0.4286,2515,12853,M,6,VA,proc
BLAA HYPAI,M,V,T,B,33,0,0.2695,0.4487,2620,5778,M,6,VA,proc
BLAA HYPAI,C,T,X,B,31,1,0.2617,0.456,2603,5410,M,6,VA,proc
BLAA HYPAI,D,N,Z,B,30,0,0.2578,0.396,2417,12472,M,7,VA,proc
BLAA HYPAI,X,M,Z,B,30,0,0.25,0.3934,2391,8700,M,7,VA,proc
BLAA HYPAI,Q,B,S,B,34,0,0.2461,0.3875,2245,9766,M,8,VA,proc
BLAA HYPAI,O,Q,T,B,33,0,0.2383,0.4135,2151,1194,M,9,VI,proc
BLAA HYPAI,B,S,Z,B,30,1,0.2305,0.4388,2439,2784,M,7,VA,proc
BLAA HYPAI,Q,B,S,B,34,1,0.2109,0.3654,2348,5538,M,7,VA,proc
BLAE HYPUE,H,G,N,D,7,16,1.668,1.3757,7914,1654,A,8,VB,proc
BLAE HYPUE,H,G,N,D,7,42,1.0156,0.9534,6248,2334,F,8,VB,proc
BLAE HYPUE,P,M,A,C,15,4,0.8047,0.9167,5092,3202,K,0,VAB,proc
BLAE HYPUE,P,M,A,C,15,2,0.7461,0.8856,4430,4166,K,5,VA,proc
BLAE HYPUE,N,R,A,C,15,5,0.4805,0.6407,3403,11026,M,1,VA,proc
BLAE HYPUE,F,P,Z,B,30,1,0.3672,0.498,3025,10256,M,3,VA,proc
BLAE HYPUE,E,P,Z,B,30,1,0.3516,0.5646,3024,4826,M,3,VA,proc
BLAE HYPUE,E,P,Z,B,30,0,0.2734,0.4633,2585,10224,M,6,VA,proc
BLAE HYPUE,F,P,Z,B,30,0,0.2383,0.4462,2287,5028,M,8,VA,proc
BLAE HYPUE,D,U,Z,B,30,0,0.2344,0.4015,2288,5178,M,8,VA,proc
BLANCO 1,J,M,J,B,10,0,0.25,0.4603,2286,12864,M,8,VA,proc
BLANCO 1 SECTOR,W,T,Q,C,5,0,0.6328,0.7472,4414,9266,K,5,VA,proc
BLANCO 1 SECTOR,X,W,P,B,7,0,0.3242,0.5197,2696,11951,M,5,VA,proc
BLANCO 1 SECTOR,R,J,N,B,8,0,0.3047,0.4758,2799,9204,M,5,VA,proc
BLANCO 1 SECTOR,K,M,J,B,10,0,0.2656,0.3982,2470,12978,M,7,VA,proc
BLAU AED,C,N,A,D,14,47,1.6797,1.362,7875,1144,A,8,VB,proc
BLAU AED,X,Q,L,C,8,2,0.8633,0.9934,5320,10200,G,8,VAB,proc
BLAU EUQ,C,Q,P,E,5,4,5.2344,2.9785,15789,272,B,7,IVA,proc
BLAU EUQ,C,Q,P,E,5,1,4.2305,2.6217,13500,444,B,8,IIIAB,proc
BLAU EUQ,C,Q,P,E,5,3,4.2266,2.5708,13602,294,B,8,IIIAB,proc
BLAU EUQ,G,M,D,D,12,33,1.6758,36.4348,3966,3318,K,8,IIAB,proc
BLAU EUQ,M,B,O,D,6,15,1.6172,35.9993,3891,3580,K,8,IIAB,proc
BLEAE AOC,I,M,W,E,1,0,2.8984,2.0139,11699,250,B,9,VAB,proc
BLEAE AOC,Y,A,F,D,11,16,1.457,1.1479,7708,1684,A,9,VI,proc
BLEAE AOC,L,U,N,C,20,1,0.8672,0.9569,5017,5640,K,1,VA,proc
BLEAE AOC,W,M,Z,C,27,0,0.8125,0.9543,5273,11426,G,9,VA,proc
BLEAE AOC,J,U,E,C,25,3,0.7383,0.8774,4598,13013,K,4,VA,proc
BLEAE AOC,G,O,P,C,19,3,0.4609,0.668,3568,12502,M,0,VA,proc
BLEAE AOC,N,N,U,B,44,0,0.4336,0.6281,3723,4808,K,9,VA,proc
BLEAE AOC,M,K,W,B,15,1,0.3477,0.5267,2997,5682,M,4,VA,proc
Bleae Broae,F,L,P,E,5,0,3.7148,2.2321,12156,126,B,0,VZ,proc
BLEAE EURK,B,A,A,G,,3,24.3633,7.7567,39091,1,O,0,VZ,proc
BLEAE EURK,M,S,U,F,2,5,14.9922,0.2566,4035,2,Ae/Be,7,VI,proc
BLEAE EURK,M,S,U,F,2,0,14.8945,5.9203,30755,20,B,0,VZ,proc
BLEAE EURK,D,A,A,F,,4,14.2266,5.5215,31421,20,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,0,12.793,5.1845,25534,12,B,0,VZ,proc
BLEAE EURK,D,A,A,F,,2,12.5195,4.9781,29775,26,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,1,12.457,4.9873,29195,10,B,0,VZ,proc
BLEAE EURK,M,S,U,F,2,3,11.7656,4.5204,27168,10,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,5,11.5547,4.8485,26903,12,B,0,VZ,proc
BLEAE EURK,D,A,A,F,,3,11.2656,4.6,27035,36,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,2,9.6641,0.1974,5575,2,Ae/Be,5,VI,proc
BLEAE EURK,D,A,A,F,,0,9.0117,3.6335,21487,56,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,3,7.9141,3.856,20740,12,B,0,VZ,proc
BLEAE EURK,M,S,U,F,2,4,7.6953,3.3439,22341,18,B,0,VZ,proc
BLEAE EURK,M,S,U,F,2,6,7.4883,3.8648,20266,16,B,0,VZ,proc
BLEAE EURK,M,S,U,F,2,1,7.2031,3.1271,18416,78,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,6,7.1836,3.4096,18914,16,B,0,VZ,proc
BLEAE EURK,J,M,W,F,1,4,6.4141,3.499,19770,66,B,0,VZ,proc
BLEAE EURK,M,S,U,F,2,2,6.2305,3.3194,18320,14,B,0,VZ,proc
BLEAE EURK,C,R,N,E,6,1,5.6523,2.9335,17648,164,B,0,VZ,proc
BLEAE EURK,D,A,A,F,,1,5.2578,0,0,28,BH,,,proc
BLEAE EURK,C,R,N,E,6,3,5.0977,0.1311,3492,2,Ae/Be,1,VI,proc
BLEAE EURK,J,L,Y,E,,2,3.2109,2.0169,11512,342,B,9,VAB,proc
BLEAE EURK,C,R,N,E,6,22,2.7148,1.6932,11462,84,B,0,VZ,proc
BLEAE EURK,C,R,N,E,6,2,1.8539,1.4826,7730,528,A,9,VAB,proc
BLEAE EURK,J,O,Z,D,13,74,1.5313,1.18,6986,1764,F,3,VB,proc
BLEAE EURK,I,O,Z,D,13,1,1.2188,1.1254,6785,1914,F,4,VI,proc
BLEAE EURK,I,O,Z,D,13,2,1.0977,1.1057,5772,1412,G,2,VAB,proc
BLEAE EURK,J,O,Z,D,13,92,0.9336,0.9234,5373,2174,G,7,VAB,proc
BLEAE EURK,U,I,X,C,28,11,0.8438,0.916,5491,3660,G,6,VAB,proc
BLEAE EURK,U,I,X,C,28,2,0.6953,0.8441,4399,1638,K,5,VA,proc
BLEAE EURK,U,I,X,C,28,3,0.6953,0.7403,4521,4856,K,4,VA,proc
BLEAE EURK,U,I,X,C,28,1,0.4687,0.573,3731,1004,K,9,VA,proc
BLEAE EURK,S,X,S,B,58,1,0.3125,0.5196,2623,4600,M,6,VA,proc
BLEAE EURK,S,X,S,B,58,4,0.2969,0.4863,2808,6552,M,5,VA,proc
BLEAE EURK,S,X,S,B,58,3,0.2187,0.3504,2043,3872,M,9,VI,proc
BLEAE EURK,S,X,S,B,58,2,0.2109,0.4133,2211,5146,M,8,VA,proc
BLEAE EURK,O,B,K,A,118,0,0.0508,0.149,896,1758,T,6,V,proc
BLEAE THAA,J,Y,Z,D,13,1,1.7773,37.1476,4112,2810,K,7,IIAB,proc
BLEAE THAA,J,B,O,D,6,51,1.5352,1.3997,7164,312,F,2,VAB,proc
BLEAE THAA,S,T,I,D,9,68,1.1328,1.0027,6043,768,F,9,VB,proc
BLEAE THAA,T,H,Y,C,28,1,0.7852,0.8608,5260,3362,G,9,VAB,proc
BLEAE THAA,F,K,I,B,10,2,0.25,0.4428,2253,7096,M,8,VA,proc
BLEAE THUA,M,S,U,F,2,1,12.4141,5.1283,29570,2,B,0,VZ,proc
BLEAE THUA,M,S,U,F,2,0,8.1992,3.5646,21405,60,B,0,VZ,proc
BLEAE THUA,C,A,A,F,,1,7.9023,3.4409,20118,10,B,0,VZ,proc
BLEAE THUA,K,M,W,F,1,1,7.6367,3.8054,21172,16,B,0,VZ,proc
BLEAE THUA,K,M,W,F,1,2,6.582,3.238,19184,20,B,0,VZ,proc
BLEAE THUA,H,A,A,E,,1,0.1641,0.3488,1970,44,TTS,0,VI,proc
BLEIA DRYIAE,D,B,W,E,2,29,5.5859,2.992,18192,152,B,0,VZ,proc
BLEIA DRYIAE,C,E,E,D,13,69,1.2344,1.1763,6761,1982,F,4,VB,proc
BLEIA DRYIAE,R,I,Z,D,1,102,1.1523,1.1061,6490,1332,F,6,VB,proc
BLEIA DRYIAE,G,E,E,D,13,78,1.0938,0.9661,6263,7340,F,8,VB,proc
BLEIA DRYIAE,M,F,D,C,29,15,0.7773,0.8567,4484,12889,K,4,VA,proc
BLEIA DRYIAE,H,M,U,C,19,16,0.6641,0.708,4634,266,K,3,VAB,proc
BLEIA DRYIAE,D,N,G,B,44,14,0.3672,0.5756,2899,99,TTS,4,VA,proc
BLEIA DRYIAE,H,W,N,B,26,3,0.2109,0.3565,2282,238,M,0,VZ,proc
BLIE AIL,C,G,Y,B,56,0,0.3789,0.5938,3007,11536,M,4,VA,proc
BLIE AIRG,D,L,Y,D,,273,1.7695,37.0953,4100,2848,K,7,IIAB,proc
BLIE AIRG,D,L,Y,D,,498,1.7695,37.0953,4107,2734,K,7,IIAB,proc
BLIE AIRG,O,D,T,D,3,392,1.6602,36.3207,3944,3374,K,8,IIAB,proc
BLIE AUB,O,X,L,D,7,0,1.5313,1.2851,7270,362,F,1,VB,proc
BLIE AUB,A,A,A,D,,0,1.2813,1.2499,6469,5736,F,6,VB,proc
BLO AESCS,A,A,A,H,,14,115.9961,7.0256,21316,1,WO,0,I,proc
BLO AESCS,A,A,A,H,,8,66.7617,3.152,55623,1,WO,0,I,proc
BLO AESCS,A,A,A,H,,6,42.8047,163.9489,38424,1,O,8,IIIA,proc
BLO AESCS,A,A,A,H,,7,31.9727,8.6949,50171,1,O,0,VZ,proc
BLO AESCS,A,A,A,G,,9,28.918,7.7791,49543,1,O,0,VZ,proc
BLO AESCS,A,A,A,G,,2,23.7461,6.6513,40759,1,O,0,VZ,proc
BLO AESCS,A,A,A,G,,1,17.9688,5.8465,37237,1,O,0,VZ,proc
BLO AESCS,I,R,W,F,1,1632,14.832,5.1338,28674,14,B,0,VZ,proc
BLO AESCS,A,A,A,G,,12,10.4961,0,0,8,BH,,,proc
BLO AESCS,A,A,A,G,,16,10.1133,0,0,4,BH,,,proc
BLO AESCS,A,G,O,E,6,122,5.7109,48.9657,8584,288,A,5,IB,proc
BLO AESCS,W,Z,P,E,5,55,4.918,2.6321,15252,328,B,7,IVA,proc
BLO AESCS,U,O,Q,D,5,295,0.6367,0.000015797,5746310,3438,NS,,,proc
BLO AESCS,P,I,X,A,4,0,0.0547,0.1593,881,4416,T,6,V,proc
BLO AESCS,T,Y,W,A,4,0,0.0352,0.1335,695,12811,Y,0,V,proc
BLO AESCS,B,I,B,A,5,0,0.0312,0.121,697,11124,Y,0,V,proc
BLO AESCS,C,L,C,A,5,0,0.0273,0.1153,572,9392,Y,1,V,proc
BLO AESCS,N,Z,Z,A,4,0,0.0195,0.0862,527,10762,Y,2,V,proc
BLO AIP,A,A,A,H,,22,87.8008,287.3694,27269,1,B,2,IVA,proc
BLO AIP,A,A,A,H,,0,75.668,6.0551,20403,1,WN,0,I,proc
BLO AUWSY,B,A,A,G,,0,18.9766,6.5328,32275,1,B,0,VZ,proc
BLO AUWSY,F,G,Y,G,,1,13.8164,0.257,3683,2,Ae/Be,0,VI,proc
BLO AUWSY,F,G,Y,G,,0,9.9258,4.5774,24582,54,B,0,VZ,proc
BLO AUWSY,B,V,P,E,5,0,5.4062,0.1364,4050,2,Ae/Be,7,VI,proc
BLO AUWSY,H,A,A,E,,4,4.25,2.5103,14614,312,B,7,IVA,proc
BLO AUWSY,H,A,A,E,,1,2.582,1.6771,10186,610,B,9,VI,proc
BLO AUWSY,H,A,A,E,,2,2.1211,1.4999,9310,162,A,0,VZ,proc
BLU AIN,S,L,O,C,6,141,0.8672,1.0001,4967,3074,K,1,VA,proc
BLU AOWSY,X,X,T,C,3,13,0.8008,0.9203,5216,5394,G,9,VA,proc
BLU AOWSY,Y,J,Y,C,14,13,0.5703,0.7295,3688,5494,M,0,VA,proc
BLU BRIAE,F,A,A,E,,21,4.7695,2.9186,15967,154,B,0,VZ,proc
BLU EUQ,T,O,I,D,9,18,1.3008,1.1403,6656,428,F,5,VB,proc
BLU THUA,V,D,T,D,3,58,1.2344,1.0594,6491,1576,F,6,VB,proc
BOEFT,W,E,Q,E,5,5342,5.0508,47.9368,7937,382,A,8,IAB,proc
BOEFT,W,E,Q,E,5,4866,4.2891,46.5054,7177,320,F,2,IAB,proc
BOEFT,X,U,E,D,12,1455,1.7773,37.1476,4127,2714,K,7,IIAB,proc
BOEFT,X,U,E,D,12,2315,1.7773,37.1476,4132,2708,K,7,IIAB,proc
BOEFT,Z,A,D,D,13,711,1.7734,37.1215,4146,2890,K,7,IIAB,proc
BOEFT,Y,A,D,D,13,2291,1.7656,37.0675,4103,2918,K,7,IIAB,proc
BOEFT,X,U,E,D,12,2368,1.7539,36.9872,4094,2824,K,7,IIAB,proc
BOEFT,Z,A,D,D,13,1567,1.75,36.9609,4106,3050,K,7,IIAB,proc
